  0.75846138E-19  0.75937242E+47
  0.76074180E-19  0.52884573E+50
  0.76754203E-19  0.25928782E+50
  0.77874265E-19  0.17042503E+50
  0.79415574E-19  0.12664760E+50
  0.81353959E-19  0.10082062E+50
  0.83661528E-19  0.83925531E+49
  0.86308327E-19  0.72079807E+49
  0.89263788E-19  0.63350588E+49
  0.92497885E-19  0.56667534E+49
  0.95981973E-19  0.51391860E+49
  0.99689326E-19  0.47120234E+49
  0.10359542E-18  0.43586585E+49
  0.10767805E-18  0.40609142E+49
  0.11191729E-18  0.38060121E+49
  0.11629539E-18  0.35847521E+49
  0.12079658E-18  0.33903749E+49
  0.12540695E-18  0.32178259E+49
  0.13011421E-18  0.30632664E+49
  0.13490750E-18  0.29237408E+49
  0.13977726E-18  0.27969443E+49
  0.14471504E-18  0.26810593E+49
  0.14971337E-18  0.25746368E+49
  0.15476563E-18  0.24765098E+49
  0.15986595E-18  0.23857301E+49
  0.16500910E-18  0.23015195E+49
  0.17019043E-18  0.17927476E+50
  0.17540577E-18  0.14034701E+50
  0.18065139E-18  0.11839653E+50
  0.18592394E-18  0.10673330E+50
  0.19122037E-18  0.10004665E+50
  0.19653798E-18  0.91874897E+49
  0.20187426E-18  0.86867451E+49
  0.20722698E-18  0.82357652E+49
  0.21259407E-18  0.78279253E+49
  0.21797366E-18  0.74599307E+49
  0.22336403E-18  0.71377581E+49
  0.22876359E-18  0.68411447E+49
  0.23417088E-18  0.65768230E+49
  0.23958456E-18  0.63430565E+49
  0.24500337E-18  0.62057195E+49
  0.25042616E-18  0.60184436E+49
  0.25585185E-18  0.58583654E+49
  0.26127941E-18  0.57243378E+49
  0.26670791E-18  0.56483351E+49
  0.27213647E-18  0.25915122E+50
  0.27756423E-18  0.19927808E+50
  0.28299042E-18  0.16582516E+50
  0.28841430E-18  0.14963480E+50
  0.29383515E-18  0.13723341E+50
  0.29925231E-18  0.12746165E+50
  0.30466515E-18  0.11971093E+50
  0.31007306E-18  0.11592870E+50
  0.31547545E-18  0.11032874E+50
  0.32087178E-18  0.10635716E+50
  0.32626152E-18  0.10091801E+50
  0.33164416E-18  0.99492738E+49
  0.33701920E-18  0.98442120E+49
  0.34238618E-18  0.96066717E+49
  0.34774465E-18  0.95729258E+49
  0.35309415E-18  0.95674640E+49
  0.35843428E-18  0.95236470E+49
  0.36376461E-18  0.94874380E+49
  0.36908475E-18  0.94849158E+49
  0.37439431E-18  0.95677128E+49
  0.37969291E-18  0.94109419E+49
  0.38498019E-18  0.95305389E+49
  0.39025579E-18  0.45364806E+50
  0.39551935E-18  0.19539260E+50
  0.40077055E-18  0.17492052E+50
  0.40600904E-18  0.16207443E+50
  0.41123449E-18  0.15680742E+50
  0.41644660E-18  0.15287429E+50
  0.42164505E-18  0.14800142E+50
  0.42682953E-18  0.14472405E+50
  0.43199973E-18  0.14334640E+50
  0.43715537E-18  0.18065735E+50
  0.44229616E-18  0.16877122E+50
  0.44742180E-18  0.16348332E+50
  0.45253201E-18  0.16103629E+50
  0.45762653E-18  0.15819207E+50
  0.46270508E-18  0.15589170E+50
  0.46776738E-18  0.15420927E+50
  0.47281318E-18  0.15199872E+50
  0.47784221E-18  0.15053808E+50
  0.48285421E-18  0.14892940E+50
  0.48784893E-18  0.14762855E+50
  0.49282613E-18  0.14576870E+50
  0.49778554E-18  0.14432566E+50
  0.50272693E-18  0.10293072E+50
  0.50765004E-18  0.61341873E+49
  0.51255466E-18  0.50635931E+50
  0.51744052E-18  0.94015879E+50
  0.52230741E-18  0.91769001E+50
  0.52715509E-18  0.91645469E+50
  0.53198332E-18  0.89450569E+50
  0.53679188E-18  0.87303964E+50
  0.54158055E-18  0.85189932E+50
  0.54634911E-18  0.83151324E+50
  0.55109732E-18  0.83130982E+50
  0.55582498E-18  0.81209694E+50
  0.56053186E-18  0.79339654E+50
  0.56521775E-18  0.77569951E+50
  0.56988244E-18  0.75908482E+50
  0.57452571E-18  0.74411564E+50
  0.57914736E-18  0.73179145E+50
  0.58374718E-18  0.72466752E+50
  0.58832497E-18  0.73195169E+50
  0.59288051E-18  0.82583395E+50
  0.59741361E-18  0.87825818E+50
  0.60192406E-18  0.69046259E+50
  0.60641168E-18  0.64640244E+50
  0.61087625E-18  0.62006974E+50
  0.61531758E-18  0.59970034E+50
  0.61973549E-18  0.56862513E+50
  0.62412977E-18  0.55334386E+50
  0.62850024E-18  0.53953904E+50
  0.63284670E-18  0.51434501E+50
  0.63716897E-18  0.50248733E+50
  0.64146686E-18  0.49134810E+50
  0.64574019E-18  0.47031182E+50
  0.64998877E-18  0.45104512E+50
  0.65421243E-18  0.44259363E+50
  0.65841097E-18  0.42572191E+50
  0.66258422E-18  0.40332725E+50
